Serial,Day,Location,Liters,Lat,Lng,Color
1518363,13,North Wall Quay corner Commons St,1135,53.34806209,-6.245537362,"[128, 128, 128]"
1518364,13,Opposite Central Bank,340,53.3472789,-6.234994503,"[128, 128, 128]"
1518365,13,North Wall Quay Inbound Outside Eddie Rockets,340,53.34790343,-6.243672766,"[128, 128, 128]"
1518366,13,Green Area Left Of Convention Centre,340,53.34775374,-6.240744181,"[128, 128, 128]"
1518367,13,Opposite Restaurant Boat,340,53.34727812,-6.237868349,"[128, 128, 128]"
1518368,13,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",227,53.34707287,-6.23221173,"[128, 128, 128]"
1518369,13,"Beside Pwc, North Wall Quay",340,53.34758024,-6.239169119,"[128, 128, 128]"
1518373,13,"Opp A & L Goodbody, North Wall Quay",1022,53.34764834,-6.242726906,"[128, 128, 128]"
1520480,13,Mace - James Street,1589,53.34336042,-6.288805695,"[128, 128, 128]"
1520513,13,Crumlin Village - DCC Area Office - Taxi Rank,2952,53.32019042,-6.315925631,"[128, 128, 128]"
1520524,13,Crumlin Village - Paddy Power,3520,53.3203309,-6.316107096,"[128, 128, 128]"
1520540,13,Kilbarrack SC outside Top Fuel (Replacing WMS 2459),1022,53.38903872,-6.168402702,"[128, 128, 128]"
1520545,13,Ballymun Rd Outbound At Bus Stop 4680,794,53.38500059,-6.265370038,"[128, 128, 128]"
1520548,13,Mellowes Rd - West Finglas Community Centre @ Bus Stop 983,2498,53.3901256,-6.310977958,"[128, 128, 128]"
1520553,13,Edenmore SC (Clinic Side) Replacing WMS 1339,1135,53.38818322,-6.182047748,"[128, 128, 128]"
1520558,13,Glasnevin Ave. - Autobahn Bar/Lounge,1249,53.38978844,-6.271425285,"[128, 128, 128]"
1520564,13,Crumlin Village - Church Of St. Agnes - South Central,2725,53.31927315,-6.315183111,"[128, 128, 128]"
1520572,13,Santry - 401 Collins Ave. - Costcutter/Post office Whitehall,1135,53.38173072,-6.241748088,"[128, 128, 128]"
1520573,13,Crumlin Village - Bus Stop 2329 - Four Star Pizza,3179,53.32088773,-6.316908723,"[128, 128, 128]"
1520624,13,Wifi Right - Famine Memorial - Opp. IFSC House,454,53.34796454,-6.249508339,"[128, 128, 128]"
1520625,13,WiFi Left - Famine Memorial - Opp. IFSC House,340,53.3479804,-6.249553554,"[128, 128, 128]"
1521141,13,Phibsborough - Inbound N2 - Outside Todays Local Shop,1476,53.36176554,-6.272630456,"[128, 128, 128]"
1521145,13,Beach Rd - Steps Into Sean Moore Park - Sandymount,1703,53.33474024,-6.213741956,"[128, 128, 128]"
1521153,13,Kilmore Road Artane-at Bus Stop 4790,454,53.38132553,-6.211781362,"[128, 128, 128]"
1521170,13,Ballymun Rd Outbound - Firestone Pizza,1476,53.39475087,-6.264011219,"[128, 128, 128]"
1521179,13,Rathmines Rd Lwr - McDonalds,3861,53.32365535,-6.265293456,"[128, 128, 128]"
1521181,13,Outside Civic Centre At Bus Stop 1256 On Bunraty Road,1249,53.39362896,-6.206923616,"[128, 128, 128]"
1521185,13,Temple Bar - Cows Lane - Tattoo Shop,1476,53.34404623,-6.268744532,"[128, 128, 128]"
1521194,13,Essex Quay - Bus Stop 1443,1249,53.34513278,-6.269648749,"[128, 128, 128]"
1521196,13,Christchurch Place - The Lord Edward Pub,4088,53.34322655,-6.270020216,"[128, 128, 128]"
1521201,13,Killester Outside Shops Near Beechcomber Pub (Replacing WMS2521),681,53.37098292,-6.205044157,"[128, 128, 128]"
1521206,13,Killester - Rosemount Ave. Shops - Centra,794,53.38033176,-6.198589637,"[128, 128, 128]"
1521208,13,Coolock - Tonglagee Road - Nursing Home,567,53.39032336,-6.191243272,"[128, 128, 128]"
1521216,13,Northside SC Main Entrance Oscar Traynor Road,681,53.39527903,-6.213992876,"[128, 128, 128]"
1521217,13,Ballymun Rd - Outbound Before Library @ Bus Stop 92,1022,53.3898797,-6.264636327,"[128, 128, 128]"
1521218,13,Phibsborough - N2 Outbound - Bus Stop 1506 - Opp. O’Briens Wines,1135,53.36669948,-6.272307438,"[128, 128, 128]"
1521224,13,Fleet Street Outside Tesco,2952,53.3457578,-6.260210152,"[128, 128, 128]"
1521228,13,Shangan Road Ballymun Outside Centra,1135,53.39558181,-6.262009134,"[128, 128, 128]"
1521229,13,Wellington Quay - ASTI CU #25 - Before Millenium Bridge,2611,53.34576383,-6.264662331,"[128, 128, 128]"
1521231,13,Wellington Quay - Bus Stop 312 - Bison Bar,2157,53.34554243,-6.266230673,"[128, 128, 128]"
1521232,13,Dolphin House - Essex St. East - Temple Bar,1476,53.34499442,-6.267037351,"[128, 128, 128]"
1521234,13,Rory Gallagher Corner Outside National Library Of Ireland - Temple Bar,1249,53.34529396,-6.265395451,"[128, 128, 128]"
1521236,13,Thomas St. - Tesco Express/Centra,1930,53.34274776,-6.278651968,"[128, 128, 128]"
1521237,13,Wellington Quay - IBAT College,2384,53.34558128,-6.265552968,"[128, 128, 128]"
1521238,13,Crampton Quay - City Link Bus,3406,53.346156,-6.262252882,"[128, 128, 128]"
1521239,13,Darndale - Malahide Rd -  Outside Lidl at Bus Stop 1203,1589,53.39662349,-6.187510784,"[128, 128, 128]"
1521245,13,Rathmines Rd Lwr - Bus Stop 1076 - Outside Flying Tiger,1362,53.323036,-6.26548992,"[128, 128, 128]"
1521251,13,Ballymun Rd Inbound - Citizens Information Office,794,53.39558168,-6.263846139,"[128, 128, 128]"
1521255,13,Phibsborough - N2 Outbound - Bus Stop 198 - Opp Tesco Off Licence,1816,53.36169873,-6.272873254,"[128, 128, 128]"
1521258,13,Merchants Arch - Ha’penny Bridge,2044,53.34601564,-6.262892953,"[128, 128, 128]"
1523204,13,Westmoreland Street Outside Super Macs,0,53.34626689,-6.259223076,"[255, 0, 0]"
1523212,13,Dean Plaza Off Francis Street Outside Funked Up Cycles,3747,53.33911619,-6.273540233,"[128, 128, 128]"
1523242,13,Patrick St - Spar - Pedestrain Xover,1135,53.33900927,-6.27246015,"[128, 128, 128]"
1523251,13,Drumcondra Outbound Bus 7602 Outside DCU,2044,53.37158231,-6.253380021,"[128, 128, 128]"
1523559,13,Raheny - St Annes Ave. at Bus Stop 4472 Opp. Mace,454,53.37639778,-6.178241187,"[128, 128, 128]"
1524276,13,Coolock - SPAR - Main St Meets Ross Place,1249,53.38708597,-6.201147747,"[128, 128, 128]"
1524280,13,Darndale - Belcamp Square - Di Lucias Takeaway,567,53.40151703,-6.194776129,"[128, 128, 128]"
1524330,13,Coolock - Main St. - Opp Bank Of Ireland,1362,53.38936109,-6.200586401,"[128, 128, 128]"
1524336,13,Santry - Swords Rd - Old Swiss Cottages,454,53.39621661,-6.245206337,"[128, 128, 128]"
1524347,13,Santry - Swords Rd - Paddy Power/The Comet,794,53.38868993,-6.246009763,"[128, 128, 128]"
1524349,13,Santry - Swords Rd - Whitehall Church At Pedestrian X over,567,53.38429571,-6.24323482,"[128, 128, 128]"
1524359,13,Coolock - Ardberg Park - Green Area,908,53.38549239,-6.204570559,"[128, 128, 128]"
1524676,13,"Darndale - Belcamp Square - School Side Entrance to Sq,",0,53.40137759,-6.194398634,"[255, 0, 0]"
1527293,13,Darndale - Belcamp Square - Bobs News Nearby,113,53.401561,-6.194555936,"[128, 128, 128]"
1527332,13,Clontarf - James Larkin Rd - Causeway Rd - Bull Island - Howth Side,0,53.37401525,-6.16407501,"[255, 0, 0]"
1527452,13,Botantic Gardens Main Entrance,454,53.37160216,-6.269472021,"[128, 128, 128]"
1527466,13,Botanic Gardens Main Entrance - Bus Stop 151,567,53.37190664,-6.269301927,"[128, 128, 128]"
1527469,13,Shanard Rd - Rafo Pizza,1249,53.39078369,-6.256951168,"[128, 128, 128]"
1527476,13,Smithfield - Fresh Supermarket - Green Area,6927,53.34918725,-6.278228102,"[0, 255, 0]"
1527478,13,Ballygall Road Finglas- At Bus Stop 138 Inbound,2384,53.3900701,-6.291896385,"[128, 128, 128]"
1527482,13,Greendale/Thornville Junction Opp Kilbarrack Utd. Clubhouse,340,53.38652022,-6.15587231,"[128, 128, 128]"
1527483,13,Poppintree - Quinns Centra,2044,53.4001552,-6.277004999,"[128, 128, 128]"
1527501,13,Clontarf - La costa Chipper,1249,53.36269886,-6.218431342,"[128, 128, 128]"
1527506,13,Phibsborough - Crossguns Bridge - Inbound,1249,53.36444598,-6.271709579,"[128, 128, 128]"
1528741,13,Ballyfall - Fitzmaurice Rd - Next Door Off Licence,2157,53.38249215,-6.277519555,"[128, 128, 128]"
1528744,13,Emmett Rd -  Dublin Bikes Point,1589,53.34069088,-6.308588615,"[128, 128, 128]"
1528746,13,Phibsborough Rd Inbound - Crossguns Bridge - Snooker Centre,1249,53.36426914,-6.271755688,"[128, 128, 128]"
1528748,13,Dartry Park On Dodder Walk Road At Entrance To Park,908,53.30730056,-6.26009644,"[128, 128, 128]"
1528752,13,North Strand Rd- Corner Of Charleville Mall,3747,53.35653773,-6.244407473,"[128, 128, 128]"
1528754,13,Drumcondra - Binns Bridge - Railway Side,681,53.3616595,-6.25970162,"[128, 128, 128]"
1528769,13,Pigeon House Rd - Pesestrian Entrance to Beach,794,53.33759871,-6.192277051,"[128, 128, 128]"
1528771,13,Phibsborough Rd Outbound - The Golden Chip Take Away,1816,53.36377602,-6.272302248,"[128, 128, 128]"
1528870,13,Outside Connolly Station - Inbound At Bus Stops.,227,53.35061066,-6.250205161,"[128, 128, 128]"
1528876,13,Chapelizod - Lucan Rd Outbound - Bus Stop 2197,567,53.34805057,-6.346649273,"[128, 128, 128]"
1528885,13,Poolbeg Strand - Shelly Banks Car Park,1022,53.33822633,-6.182427565,"[128, 128, 128]"
1528886,13,Clontarf - Fairview End Inbound - Bus Stop 1736 - Opp House 69,454,53.36212974,-6.216930875,"[128, 128, 128]"
1528887,13,Clontarf - Opp Vernon Ave. - Beside Pumphouse - Opp Connollys,0,53.35881225,-6.195897891,"[255, 0, 0]"
1528892,13,Clontarf - Wooden Bridge - Bike Racks,681,53.36073305,-6.182402872,"[128, 128, 128]"
1528896,13,Navan Rd - McDonalds Pedestrian Entrance,454,53.36159973,-6.298664479,"[128, 128, 128]"
1528897,13,Old Cabra Rd - Hanlons Corner - Lidl,1476,53.35807114,-6.290017162,"[128, 128, 128]"
1528900,13,Navan Rd - Ashtown Roundabout Outbound - Bus Stop 1666,340,53.37157924,-6.330404946,"[128, 128, 128]"
1528907,13,Drumcondra - Binns Bridge - Dorset Expert Garage,4542,53.36145463,-6.259863098,"[0, 255, 0]"
1528908,13,Chapelizod Main St - Mulberry House - Beside Parking Meter,113,53.34941573,-6.344219366,"[128, 128, 128]"
1530124,13,Quays - Custom House - Recycler,454,53.348231,-6.253336925,"[128, 128, 128]"
1530126,13,Westmoreland St. - Supermacs - at Bus Stop 317 - Recycler,1249,53.34632089,-6.259319739,"[128, 128, 128]"
1530128,13,Aston Quay - Westmoreland St - Circle K,1022,53.34670396,-6.259485763,"[128, 128, 128]"
1530129,13,North Wall Quay - Opp. Convention Centre - Recycler,454,53.34738507,-6.239812346,"[128, 128, 128]"
1530130,13,Camden St - Jimmy Rabbittes - Bus Stop 1353,908,53.3360462,-6.265414534,"[128, 128, 128]"
1530134,13,On Path Just Up From  ST Malachys AFC Edenmore On The Springdale Road,567,53.38628195,-6.187741932,"[128, 128, 128]"
1530139,13,Barrow St - Grand Canal Dock Dart Station - Recycler,681,53.33941736,-6.236648932,"[128, 128, 128]"
1530140,13,Westmoreland St - Weavers of Ireland,2271,53.34581598,-6.259231647,"[128, 128, 128]"
1530145,13,Westmoreland St - Opp. Westin at Bus Stop 320 - Recycler,3293,53.34554369,-6.259238832,"[128, 128, 128]"
1530151,13,Opp. CHQ - DCC Docklands Office - Recyler,908,53.3479832,-6.247871295,"[128, 128, 128]"
1530152,13,Georges Quay - Tara St Station - Recycler,681,53.34740857,-6.254643133,"[128, 128, 128]"
1530158,13,Connolly Station - Harbour Master Place - Recycler,567,53.35000561,-6.250277905,"[128, 128, 128]"
1530159,13,Hannover Quay - Spar - Recycler,454,53.34414773,-6.236308459,"[128, 128, 128]"
1530160,13,Mayor St. - Spar - Recycler,454,53.3493948,-6.244817935,"[128, 128, 128]"
1530162,13,Edenmore - Tonlegee Road @ Bus Stop 961,454,53.3910852,-6.17656414,"[128, 128, 128]"
1530163,13,A2/1- Percy Place- Old School Hotel,1476,53.33734193,-6.240370549,"[128, 128, 128]"
1530164,13,Camden St - Davitts Bar,794,53.33565768,-6.265290181,"[128, 128, 128]"
1530257,13,Sandymount Green - Opp. Bennetss Auctioneers,227,53.33195315,-6.215679841,"[128, 128, 128]"
1530262,13,Merville Ave. - St Joespehs School Entrance,1022,53.36409193,-6.234062267,"[128, 128, 128]"
1530273,13,Sandymount Green - Opp. Cobblers Wardrobe,454,53.33204745,-6.214908553,"[128, 128, 128]"
1530275,13,Sandymount Green - Residential Side,340,53.33167311,-6.215136223,"[128, 128, 128]"
1530801,13,Clontarf - Watermill Rd - Bus Stop 7728 - St Annes Park,454,53.37483038,-6.166217813,"[128, 128, 128]"
1530802,13,Clontarf - Sybil Hill Rd - St Annes Park - Pedestrian X Over,1249,53.37211826,-6.194017573,"[128, 128, 128]"
1530803,13,Raheny - Watermill Rd - Bus Stop 7726 - Opp. Manor House View,794,53.37690211,-6.17045193,"[128, 128, 128]"
1530807,13,Raheny - Howth Rd - Waterhill Rd - Opp. Butlers Pantry,0,53.37983221,-6.178068817,"[255, 0, 0]"
1530811,13,Howth Rd - Watermill Rd - St Annes Park Side,454,53.37972651,-6.178272409,"[128, 128, 128]"
1530815,13,Raheny - Howth Rd - AIB - Bus Stop 535,681,53.38024772,-6.177397282,"[128, 128, 128]"
1530827,13,Clontarf - St Gabriels Rd - Mace - Opp. Church,1589,53.36474303,-6.183932891,"[128, 128, 128]"
1530829,13,Mount Prospect Ave - St Annes Park Rose Garden Entrance,1589,53.36976803,-6.181493334,"[128, 128, 128]"
1530832,13,Clontarf - James Larkin Rd - Causeway Rd to Bull Island - Opp. Peace Tree,0,53.37383267,-6.164316117,"[255, 0, 0]"
2500447,13,"A4/2 - Mespil Rd, Canal Bank",340,53.33304333,-6.249116667,"[128, 128, 128]"
2502783,13,A4/2 - Waterloo Rd. - at Bus Stop 781 - at Starbucks,1362,53.33269245,-6.243666672,"[128, 128, 128]"
2502788,13,"A4/2 - Mespil Rd, Canal Bank",681,53.33290333,-6.249653333,"[128, 128, 128]"
2502793,13,"A4/2 - Waterloo Rd, at Bus Stop 755",454,53.32866275,-6.245415313,"[128, 128, 128]"
2502799,13,A4/2 - at seating beside the junction of Wellington Rd. & Pembroke Rd.,1362,53.33254955,-6.240486302,"[128, 128, 128]"
2502800,13,A2/1 - Northumberland Rd. Upper - at Bus Stop 490,1589,53.33662044,-6.238843505,"[128, 128, 128]"
2502802,13,A2/1 - Northumberland Rd. Lower - at Bus Stop 489,794,53.33485383,-6.237235166,"[128, 128, 128]"
2502820,13,A2/1 - Northumberland Rd. Lower - at Bus Stop 413,681,53.33401565,-6.236495048,"[128, 128, 128]"
2502821,13,A2/1 - Northumberland Rd. Lower - at Bus Stop 412,1249,53.33511333,-6.237336667,"[128, 128, 128]"
2502822,13,"A4/2 - Mespil Rd, Canal Bank, Opposite Mespil Hotel",681,53.33344535,-6.247420106,"[128, 128, 128]"
500003068,13,James Joyce St- James Joyce Park- St. Marys Mansions,908,53.35300747,-6.254254908,"[128, 128, 128]"
500003835,13,Wolfe Tone Park - off Jervis Street - On Paving,3520,53.34811913,-6.266799935,"[128, 128, 128]"
500004312,13,At Junction Of Sherrif Street Upper And New Wapping Street,340,53.35018867,-6.234970438,"[128, 128, 128]"
500004318,13,Outside Bond House - New Wapping Street,908,53.3497424,-6.235164313,"[128, 128, 128]"
500100105,13,Junction Vinegar Walk Mayor St,340,53.34866123,-6.233932525,"[128, 128, 128]"
1402234,14,A4/1 - Grand Canal - Luas Exit Opp Charlemont 21,794,53.33093145,-6.258733571,"[128, 128, 128]"
1500236,14,A4/2 - Baggot St. Lower - Donnybrook Fair,2044,53.33364621,-6.244624242,"[128, 128, 128]"
1500239,14,A2/1 - Pembroke Rd. - at Embassy Grill Restaurant,1703,53.32998346,-6.232498017,"[128, 128, 128]"
1500243,14,A4/2 - Baggot St. Lower - Between Grafton Barber & Wellington Pub,681,53.33394463,-6.24517948,"[128, 128, 128]"
1500360,14,A2/1 - Northumberland Rd. Lower - at Bus Stop 488 - Beside D4 Fuels,794,53.33320333,-6.236028333,"[128, 128, 128]"
1500371,14,Pearse St. - Pearse Sq. Park Entrance - at Bus Stop 352,227,53.3429223,-6.242428007,"[128, 128, 128]"
1500432,14,A2/3 - AI - 9 - Sandymount Promenade,1362,53.324825,-6.206493066,"[128, 128, 128]"
1500636,14,A4/2 - Baggot St. Lower - Behind Bus Stop at Craft Cleaners,681,53.33377221,-6.244691517,"[128, 128, 128]"
1500660,14,A4/2 - Baggot St. Lower - at Searsons Pub - at Pedestrian X Over,2044,53.3331699,-6.243195534,"[128, 128, 128]"
1500673,14,"A4/2 - Mespil Rd, La Peniche, Canal Bank",340,53.33320141,-6.248429791,"[128, 128, 128]"
1500688,14,A2/1 - Pembroke Rd. - at Bus Stop 487 - beside US Embassy,1703,53.33084615,-6.23383896,"[128, 128, 128]"
1500690,14,A4/2 - Pembroke Rd. - Outside No. 72,1362,53.33245333,-6.238903333,"[128, 128, 128]"
1500699,14,A4/2 - Waterloo Rd. - at Bus Stop 779,794,53.32870359,-6.245144845,"[128, 128, 128]"
1500759,14,A4/2 - Baggot St. Lower - at Burger King,3633,53.33387,-6.244846667,"[128, 128, 128]"
1500776,14,"A4/2 - Mespil Rd, Maxol",454,53.33383268,-6.246025447,"[128, 128, 128]"
1500794,14,A4/2 - Pembroke Rd. -  Outside No. 53,1022,53.3323795,-6.238775,"[128, 128, 128]"
1500834,14,A4/2 - Waterloo Rd. - at Bus Stop 753,1249,53.33252673,-6.243524938,"[128, 128, 128]"
1504611,14,A2/3 - AG - 7 - Sandymount Promenade,454,53.32360167,-6.206245,"[128, 128, 128]"
1504613,14,A2/4 - AB - 2- Sandymount Promenade,567,53.320695,-6.205773333,"[128, 128, 128]"
1504615,14,A2/4 - AE - 5 - Sandymount Promenade,1476,53.322465,-6.206116667,"[128, 128, 128]"
1504616,14,A2/3 - AJ - 10 - Sandymount Promenade,1703,53.32552333,-6.20676,"[128, 128, 128]"
1504617,14,A2/4 - AD - 4- Sandymount Promenade,1362,53.321735,-6.205966667,"[128, 128, 128]"
1504619,14,A2/3 - AF - 6 - Sandymount Promenade,454,53.32666,-6.207661667,"[128, 128, 128]"
1504620,14,Shelbourne Rd- Ballsbridge Colege Of Futher Education,1703,53.32991463,-6.231829451,"[128, 128, 128]"
1504621,14,"A4/2 - Mespil Rd, Beshoff Fish & Chips",3293,53.33388383,-6.245598653,"[128, 128, 128]"
1504622,14,A2/3 - AH - 8 - Sandymount Promenade,4201,53.32420333,-6.206481667,"[128, 128, 128]"
1504624,14,"A2/1 - Pembroke Rd. - at Ballsbridge Hotel, beside Bus Stop",1135,53.33156333,-6.234461667,"[128, 128, 128]"
1504625,14,A4/2 - Baggot St. Lower  - at Saba Restaurant,1930,53.33353157,-6.244104872,"[128, 128, 128]"
1504626,14,A4/2 - Baggot St. Lower - at Rockets Diner,1022,53.33318552,-6.243624129,"[128, 128, 128]"
1504627,14,A2/3 - AC - 3 - Sandymount Promenade,2498,53.32779073,-6.208433756,"[128, 128, 128]"
1504628,14,A4/2 - Eastmoreland Place - at AIB,2044,53.33305894,-6.242475634,"[128, 128, 128]"
1504630,14,A4/2 - Baggot St. Lower - at Spar,1589,53.33355656,-6.244432087,"[128, 128, 128]"
1506392,14,Kilmainham Gaol Main Entrance Left,1816,53.34192667,-6.308361667,"[128, 128, 128]"
1506396,14,Kilmainham Gaol Main Entrance Right,1249,53.34195816,-6.308560359,"[128, 128, 128]"
1515439,14,East Essex St. - The Norseman Pub,4428,53.34545023,-6.26484276,"[0, 255, 0]"
1515450,14,Donnycarney Community & Youth Club,454,53.37493714,-6.217631161,"[128, 128, 128]"
1515452,14,Boardwalk - Millenium Bridge to Ha'penny Bridge  - Opp. Wooden Mills,227,53.34647768,-6.263500466,"[128, 128, 128]"
1515456,14,Boardwalk - Grattan Bridge to Millenium Bridge - Opp. No. 10,113,53.34607124,-6.266740048,"[128, 128, 128]"
1515457,14,A2/2 - Ringsend outside church opp bradley’s pharmacy,567,53.3420388,-6.227799198,"[128, 128, 128]"
1515458,14,Temple Bar - Fleet St. - Cafe Nero,3406,53.34567964,-6.26184963,"[128, 128, 128]"
1515459,14,Heuston Station Entrance - Bus Stop at Taxi Rank - City Bound,567,53.34606167,-6.293968333,"[128, 128, 128]"
1515460,14,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. O'Connell's Bar,113,53.34725686,-6.260151404,"[128, 128, 128]"
1515461,14,A6/4 - Terenure Rd. East - Creative Asian Dining,908,53.31008491,-6.282692481,"[128, 128, 128]"
1515463,14,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. Sacrament Church,567,53.34696562,-6.261283017,"[128, 128, 128]"
1515464,14,A6/1 - Rathmines plaza Swan leisure,3179,53.32482388,-6.265391697,"[128, 128, 128]"
1515465,14,Rosie Hackett Bridge meets Eden Quay,454,53.34789836,-6.257345257,"[128, 128, 128]"
1515484,14,Grattan Bridge - Wellington Quay Side,681,53.34542,-6.267603333,"[128, 128, 128]"
1515487,14,Manor St. - Centra - at corner of Arbour Hill,3293,53.35050785,-6.281770477,"[128, 128, 128]"
1515488,14,Raheny - Macaris,567,53.38017567,-6.17400198,"[128, 128, 128]"
1515489,14,Boardwalk - Grattan Bridge to Millenium Bridge - Opp. Morrison Grill,113,53.3461732,-6.265772546,"[128, 128, 128]"
1515490,14,A4/4 - Ranelagh triangle at spar,1476,53.32525783,-6.255167326,"[128, 128, 128]"
1515497,14,Smithfield - Dublin Bikes - Mater UCD,3633,53.34966359,-6.277925189,"[128, 128, 128]"
1515498,14,Rosie Hackett Bridge meets Burgh Quay - Opp. Bermingham cameras,794,53.34738571,-6.257256732,"[128, 128, 128]"
1515499,14,Collins Ave. - Spar - Kitty Kiernans Pub,1930,53.3768629,-6.223602183,"[128, 128, 128]"
1515500,14,Clontarf Rd. - Vernon Ave. - Outside Thunders Cafe,1816,53.359175,-6.196275,"[128, 128, 128]"
1515501,14,A4/1 - The Barge - Grand Canal,1249,53.33046764,-6.260672002,"[128, 128, 128]"
1515502,14,Raheny Main St - Four Star Pizza,681,53.37960066,-6.175049879,"[128, 128, 128]"
1515503,14,Swords Rd at Bus Stop 1639 - inbound - outside Magners Pharmacy,1476,53.39653503,-6.245094501,"[128, 128, 128]"
1515504,14,Boyle Sports - Riordans Pub - Finglas Village,2498,53.38922587,-6.299612193,"[128, 128, 128]"
1515549,14,Griffith Ave - Ardscoil Ris,454,53.36905311,-6.228995151,"[128, 128, 128]"
1515550,14,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. Tanning Salon,567,53.34681333,-6.2619,"[128, 128, 128]"
1515551,14,Parliament St. - Beef & Lobster,1589,53.34418219,-6.267305501,"[128, 128, 128]"
1515552,14,Boardwalk - Millenium Bridge to Ha'penny Bridge  - Opp. Colour Works,0,53.34627634,-6.264609528,"[255, 0, 0]"
1515553,14,Clontarf Rd. - Vernon Ave. - Outside Spar & Roccos,1362,53.35921833,-6.195936667,"[128, 128, 128]"
1515554,14,Smithfield Third Space corner Haymarket,2839,53.34850035,-6.278505044,"[128, 128, 128]"
1515555,14,A4/1 - Grand Canal - Charlemont Luas Exit Opp Hotel,794,53.33087534,-6.258948907,"[128, 128, 128]"
1515556,14,Between Whitworth Rd & Grand Parade - outbound N1 - outside Spar,454,53.36217623,-6.259098381,"[128, 128, 128]"
1515557,14,Boardwalk - O'Connell Bridge to Rosie Hackett Bridge - Opp. Carlyle Club Townhouse,567,53.34758242,-6.258680986,"[128, 128, 128]"
1515558,14,Smithfield - Generator Bar,1476,53.34821411,-6.278524687,"[128, 128, 128]"
1515559,14,Drumcondra Dart Starion at bus stop 17 - Outbound N1,4088,53.36312204,-6.258361377,"[128, 128, 128]"
1515560,14,Heuston Station Opposite - Bus Stop - Outbound,908,53.34584833,-6.293701667,"[128, 128, 128]"
1515561,14,Aston Quay- Bus Stop 329- Riverside Shop,4201,53.34625638,-6.261716676,"[128, 128, 128]"
1515562,14,St. Aidans Park Rd- At Junction Of Malahide Road,0,53.36477166,-6.229997574,"[255, 0, 0]"
1515564,14,A6/3 - Harolds Cross - Bus Stop 1343 - Opp. Coughlan’s Centra,2725,53.32264621,-6.279425449,"[128, 128, 128]"
1515566,14,Manor St. - Bus Stop 1648 -Corner of Arbour Place,3747,53.35096833,-6.28275,"[128, 128, 128]"
1515567,14,Cabra Rd - Bus Stop 78 - DCC Area Office,3633,53.36116303,-6.284160956,"[128, 128, 128]"
1515568,14,A4/1 - Charlemont Court Opp 29-30 - Canal,3293,53.33030545,-6.262483028,"[128, 128, 128]"
1515569,14,Super Value Finglas Village,567,53.39017259,-6.298413763,"[128, 128, 128]"
1515571,14,A6/2 - Portobello Quay - Grand Canal,3293,53.33024072,-6.265512884,"[128, 128, 128]"
1515572,14,Supervalu - Ballymun,908,53.39519813,-6.264203643,"[128, 128, 128]"
1515573,14,Glasnevin avenue - Bus stop 139 - Tesco Express,2044,53.39059767,-6.286549975,"[128, 128, 128]"
1515574,14,A6/2 - Portobello - Atlas Language School - Grand Canal,2725,53.33019671,-6.264802298,"[128, 128, 128]"
1515576,14,Pappin Rd - Paddy Power - at shops,1249,53.3857926,-6.265730153,"[128, 128, 128]"
1515577,14,Boardwalk - Grattan Bridge to Millenium Bridge - Opp. BG Solicitors,340,53.34602182,-6.267617755,"[128, 128, 128]"
1515578,14,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. Arlington Bar,113,53.34706579,-6.260884767,"[128, 128, 128]"
1515579,14,A4/1 - Grand Canal -  Charlemont Court,1135,53.33032452,-6.262889796,"[128, 128, 128]"
1515580,14,Bank of Ireland Phibsboro - North Circular Rd.,2498,53.36083375,-6.271833622,"[128, 128, 128]"
1515581,14,Smithfield - Maldron Hotel - Beside Parking Meter 5377,3066,53.34941474,-6.27810536,"[128, 128, 128]"
1515582,14,Parliament St. - Porterhouse,2611,53.34503219,-6.267429748,"[128, 128, 128]"
1515583,14,Boardwalk - Rosie Hackett Bridge to Butt Bridge - Opp. Tracey's Pharmacy,1703,53.3479414,-6.256993848,"[128, 128, 128]"
1515584,14,Aston Quay - USIT - Bus Stop 325,1476,53.34674236,-6.259753858,"[128, 128, 128]"
1515585,14,Wms 1393 - Right - Playground - Smithfield,2725,53.34730184,-6.2785271,"[128, 128, 128]"
1515586,14,Burgh Quay - Bus Stop Outside Immigration Service,1476,53.34742639,-6.256354325,"[128, 128, 128]"
1515588,14,Rosie Hackett Bridge meets Burgh Quay - Opp. Empire Casino,113,53.34735951,-6.257395209,"[128, 128, 128]"
1515589,14,Burgh Quay - Bus Stop Outside Immigration Service,2044,53.3473207,-6.256970364,"[128, 128, 128]"
1515590,14,Smithfield - Luas Stop - Donuts & Coffee Shop,1930,53.34699682,-6.277345419,"[128, 128, 128]"
1515593,14,Westmoreland St. - Circle k - Against Railing,3179,53.34661338,-6.259214271,"[128, 128, 128]"
1515594,14,Gratten Bridge - Boardwalk Side,1816,53.34591167,-6.267798333,"[128, 128, 128]"
1515595,14,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. Arlington Hotel,113,53.34710667,-6.260563333,"[128, 128, 128]"
1515596,14,Aston Quay-outside The Dublin Barber,3861,53.34649553,-6.260985054,"[128, 128, 128]"
1515597,14,Aston Quay - Supervalu,2839,53.34647382,-6.26038172,"[128, 128, 128]"
